cycle,ambient_temperature,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,RUL
1,24,1.8233077742149364,4.201942981365258,-0.0017169064250815253,26.288547313515906,0.0002,0.0,0.0,27
1,24,1.8233077742149364,4.20169558339226,0.0004779767885516398,26.281751283369985,0.0002,4.217,9.36,27
1,24,1.8233077742149364,3.6310745984295156,-3.9728305301943134,26.441116460195538,3.997,1.698,19.546999999999997,27
1,24,1.8233077742149364,4.170417928283559,-0.0012749494114968798,26.863447800984318,0.0008,4.182,29.5,27
1,24,1.8233077742149364,3.601844040032513,-3.9725182659872824,27.084195250681198,3.997,1.688,39.469,27
1,24,1.8233077742149364,4.151276632281282,-0.00035023717295535077,27.44212701449368,0.0008,4.161,49.375,27
1,24,1.8233077742149364,3.5803731132310816,-3.9722012537130307,27.601911965671118,3.997,1.67,59.407000000000004,27
1,24,1.8233077742149364,4.136745413482538,-0.002009376163153906,27.900757495570687,0.0008,4.146,69.375,27
1,24,1.8233077742149364,3.564022946260351,-3.970737696497684,28.029008034216744,3.997,1.657,79.344,27
1,24,1.8233077742149364,4.124698649647583,-0.0035537081230877666,28.2904614384149,0.0008,4.133,89.375,27
1,24,1.8233077742149364,3.550560429042242,-3.9733713860193602,28.373975196410385,3.997,1.643,99.391,27
1,24,1.8233077742149364,4.113732616987006,-0.0003621487545185103,28.611171456174418,0.0008,4.122,109.422,27
1,24,1.8233077742149364,3.5394516649052816,-3.9727517978501474,28.682965155966354,3.997,1.631,119.40700000000001,27
1,24,1.8233077742149364,4.104485192354092,-0.0020974262988880453,28.919638436265437,0.0008,4.111,129.438,27
1,24,1.8233077742149364,3.530791096200851,-3.9724087326749715,28.96123746283339,3.997,1.625,139.391,27
1,24,1.8233077742149364,4.095865322609966,-0.001470768317984533,29.19760003582934,0.0008,4.103,149.407,27
1,24,1.8233077742149364,3.5231599140768184,-3.971740651217327,29.24019731272843,3.997,1.619,159.36,27
1,24,1.8233077742149364,4.08773289536638,-0.0007619064613184379,29.457526582460613,0.0008,4.095,169.36,27
